pair_index,fixed,moving,method,initialization_seconds,solver_seconds,total_seconds,tuning_seconds,inner_iterations,failed_subproblems,accepted_steps,subproblems,min_jacobian,nonpositive_jacobian_fraction,initial_tre,median_tre,mean_tre,p95_tre,median_rtre,landmark_improvement
8,29-041-Izd2-w35-He-les3,29-041-Izd2-w35-proSPC-4-les3,residual_balance,2.08213484659791,2.1502009239047766,4.2323357705026865,1.0123476386070251e-05,726,0,7,10,0.045067751344094964,0.0,15.339291583350814,13.811533000883282,13.352087950996367,25.446472966237767,0.038149330638696695,0.09959772745475115
8,29-041-Izd2-w35-He-les3,29-041-Izd2-w35-proSPC-4-les3,adaptive_bb_proxy,2.08213484659791,0.9747628644108772,3.056897711008787,9.741634130477905e-06,292,0,7,10,0.04506688136829573,0.0,15.339291583350814,13.811366083838621,13.351761347837675,25.446042833887013,0.038148869591141325,0.09960860912055391
8,29-041-Izd2-w35-He-les3,29-041-Izd2-w35-proSPC-4-les3,predict_per_level,2.08213484659791,0.5549478027969599,2.63708264939487,0.058292293921113014,129,0,7,10,0.0450650824225971,0.0,15.339291583350814,13.811368431163384,13.351767832614645,25.446054576343407,0.038148876074771236,0.09960845609361968
8,29-041-Izd2-w35-He-les3,29-041-Izd2-w35-proSPC-4-les3,predict_pair_full,2.08213484659791,0.5642969161272049,2.646431762725115,0.021565325558185577,148,0,7,10,0.04506525483148577,0.0,15.339291583350814,13.811369173700486,13.351768703818209,25.446056105981107,0.038148878125759594,0.09960840768609724
9,29-041-Izd2-w35-Ki67-7-les3,29-041-Izd2-w35-proSPC-4-les3,fixed_1_1,1.97820246219635,4.188496397808194,6.166698860004544,9.534880518913269e-06,1268,0,7,10,0.2741518885907242,0.0,13.784747526920647,7.354924571706995,7.389230497070142,14.068225930803877,0.02031530093659992,0.46644473848045875
9,29-041-Izd2-w35-Ki67-7-les3,29-041-Izd2-w35-proSPC-4-les3,fixed_1_18,1.97820246219635,2.5739661250263453,4.552168587222695,1.0959804058074951e-05,751,0,7,10,0.2741481265901594,0.0,13.784747526920647,7.35466724323184,7.3890614695570465,14.068181758770535,0.020314590160389865,0.46646340610383397
9,29-041-Izd2-w35-Ki67-7-les3,29-041-Izd2-w35-proSPC-4-les3,manual_external,1.97820246219635,0.8214648384600878,2.799667300656438,9.952113032341003e-06,200,0,7,10,0.27414754323307206,0.0,13.784747526920647,7.354495780707445,7.388949799791286,14.068137942288228,0.0203141165576019,0.4664758446721907
9,29-041-Izd2-w35-Ki67-7-les3,29-041-Izd2-w35-proSPC-4-les3,residual_balance,1.97820246219635,2.6083592120558023,4.586561674252152,1.0367482900619507e-05,752,0,7,10,0.27415187019725284,0.0,13.784747526920647,7.354904502184311,7.389217963024313,14.068219077372035,0.020315245501851542,0.4664461944028574
9,29-041-Izd2-w35-Ki67-7-les3,29-041-Izd2-w35-proSPC-4-les3,adaptive_bb_proxy,1.97820246219635,1.1466952692717314,3.1248977314680815,9.775161743164062e-06,296,0,7,10,0.27414676696789914,0.0,13.784747526920647,7.354389910779482,7.388883731627217,14.068115369817312,0.020313824130476953,0.4664835248946799
9,29-041-Izd2-w35-Ki67-7-les3,29-041-Izd2-w35-proSPC-4-les3,predict_per_level,1.97820246219635,0.6198803763836622,2.5980828385800123,0.06121005862951279,118,0,7,10,0.27414534899180265,0.0,13.784747526920647,7.354406031592346,7.388891277374336,14.068120634286444,0.02031386865835232,0.4664823554272789
9,29-041-Izd2-w35-Ki67-7-les3,29-041-Izd2-w35-proSPC-4-les3,predict_pair_full,1.97820246219635,0.6528765223920345,2.6310789845883846,0.02191990055143833,142,0,7,10,0.274145449109648,0.0,13.784747526920647,7.354419465820179,7.388900070449265,14.06812491163844,0.020313905765514822,0.46648138085536117
