repetition,pair_index,method,initialization_seconds,solver_seconds,total_seconds,tuning_seconds,inner_iterations,min_jacobian,min_interior_jacobian,nonpositive_fraction
2,7,manual_external,0.39906477741897106,0.8368236888200045,1.2358884662389755,1.372210681438446e-05,213,0.04779855220868909,0.04779855220868909,0.0
2,8,manual_external,0.4074639342725277,0.6964617799967527,1.1039257142692804,1.1714175343513489e-05,191,-0.08854289423567457,-0.08854289423567457,0.0001220703125
2,8,predict_pair_full,0.4074639342725277,0.5628010090440512,0.9702649433165789,0.02254311740398407,142,-0.08853715046565769,-0.08853715046565769,0.0001220703125
2,9,predict_pair_full,0.39968703873455524,0.5682459194213152,0.9679329581558704,0.021588671952486038,140,-0.027381516518579785,-0.027381516518579785,1.52587890625e-05
2,9,manual_external,0.39968703873455524,0.7401720955967903,1.1398591343313456,1.1473894119262695e-05,227,-0.02738110374187308,-0.02738110374187308,1.52587890625e-05
3,0,predict_pair_full,0.4062994681298733,0.4947067257016897,0.901006193831563,0.0220065675675869,56,0.9387034881113141,0.9387034881113141,0.0
3,0,manual_external,0.4062994681298733,0.6179860681295395,1.0242855362594128,4.949048161506653e-06,80,0.9387034865478068,0.9387034865478068,0.0
3,1,manual_external,0.4002715591341257,0.6283953096717596,1.0286668688058853,7.5642019510269165e-06,145,0.4597006210463353,0.4597006210463353,0.0
3,1,predict_pair_full,0.4002715591341257,0.5039602722972631,0.9042318314313889,0.02199357934296131,98,0.45969825418881016,0.45969825418881016,0.0
3,2,predict_pair_full,0.4065866656601429,0.7003659326583147,1.1069525983184576,0.02245137467980385,154,0.018580950324847023,0.018580950324847023,0.0
3,2,manual_external,0.4065866656601429,0.8797801118344069,1.2863667774945498,1.2870877981185913e-05,226,0.018581515944801064,0.018581515944801064,0.0
3,3,manual_external,0.41209269873797894,0.7146337330341339,1.1267264317721128,1.1485069990158081e-05,195,0.006532826103784972,0.006532826103784972,0.0
3,3,predict_pair_full,0.41209269873797894,0.567969523370266,0.9800622221082449,0.02198687195777893,140,0.006534099947626271,0.006534099947626271,0.0
3,4,predict_pair_full,0.4006185866892338,0.5544494483619928,0.9550680350512266,0.022269152104854584,140,-0.02528221000914005,-0.02528221000914005,3.0517578125e-05
3,4,manual_external,0.4006185866892338,0.6974936872720718,1.0981122739613056,1.1440366506576538e-05,201,-0.02527935180053109,-0.02527935180053109,3.0517578125e-05
3,5,manual_external,0.3967861086130142,0.6950659174472094,1.0918520260602236,1.206621527671814e-05,201,0.024214832934690733,0.024214832934690733,0.0
3,5,predict_pair_full,0.3967861086130142,0.5488953534513712,0.9456814620643854,0.021882908418774605,140,0.024253237303877073,0.024253237303877073,0.0
3,6,predict_pair_full,0.40279319137334824,0.5581744872033596,0.9609676785767078,0.021827420219779015,141,-0.06345055372621661,-0.06345055372621661,6.103515625e-05
3,6,manual_external,0.40279319137334824,0.6910966597497463,1.0938898511230946,1.1712312698364258e-05,195,-0.06345059905328232,-0.06345059905328232,6.103515625e-05
3,7,manual_external,0.39449607767164707,0.8500683307647705,1.2445644084364176,1.3120472431182861e-05,213,0.04779855220868909,0.04779855220868909,0.0
3,7,predict_pair_full,0.39449607767164707,0.6691665276885033,1.0636626053601503,0.021952832117676735,154,0.04779629716389036,0.04779629716389036,0.0
3,8,predict_pair_full,0.3977280780673027,0.5665713828057051,0.9642994608730078,0.022082192823290825,142,-0.08853715046565769,-0.08853715046565769,0.0001220703125
3,8,manual_external,0.3977280780673027,0.6920601949095726,1.0897882729768753,1.1740252375602722e-05,191,-0.08854289423567457,-0.08854289423567457,0.0001220703125
3,9,manual_external,0.4073230233043432,0.7367433998733759,1.1440664231777191,1.1708587408065796e-05,227,-0.02738110374187308,-0.02738110374187308,1.52587890625e-05
3,9,predict_pair_full,0.4073230233043432,0.5665488000959158,0.973871823400259,0.021677998825907707,140,-0.027381516518579785,-0.027381516518579785,1.52587890625e-05
4,0,manual_external,0.40666117891669273,0.6175641715526581,1.0242253504693508,4.26173210144043e-06,80,0.9387034865478068,0.9387034865478068,0.0
4,0,predict_pair_full,0.40666117891669273,0.5017141997814178,0.9083753786981106,0.022012080997228622,56,0.9387034881113141,0.9387034881113141,0.0
4,1,predict_pair_full,0.4005341865122318,0.5068624820560217,0.9073966685682535,0.022819532081484795,98,0.45969825418881016,0.45969825418881016,0.0
4,1,manual_external,0.4005341865122318,0.6354424376040697,1.0359766241163015,8.421018719673157e-06,145,0.4597006210463353,0.4597006210463353,0.0
4,2,manual_external,0.4042720999568701,0.884604824706912,1.2888769246637821,1.2882053852081299e-05,226,0.018581515944801064,0.018581515944801064,0.0
4,2,predict_pair_full,0.4042720999568701,0.6954105347394943,1.0996826346963644,0.02196827158331871,154,0.018580950324847023,0.018580950324847023,0.0
4,3,predict_pair_full,0.4049593675881624,0.571256723254919,0.9762160908430815,0.022085322067141533,140,0.006534099947626271,0.006534099947626271,0.0
4,3,manual_external,0.4049593675881624,0.717206422239542,1.1221657898277044,1.1466443538665771e-05,195,0.006532826103784972,0.006532826103784972,0.0
4,4,manual_external,0.38977220095694065,0.6922821775078773,1.082054378464818,1.1490657925605774e-05,201,-0.02527935180053109,-0.02527935180053109,3.0517578125e-05
4,4,predict_pair_full,0.38977220095694065,0.5538488402962685,0.9436210412532091,0.022752126678824425,140,-0.02528221000914005,-0.02528221000914005,3.0517578125e-05
4,5,predict_pair_full,0.39737485721707344,0.5567253921180964,0.9541002493351698,0.021611856296658516,140,0.024253237303877073,0.024253237303877073,0.0
4,5,manual_external,0.39737485721707344,0.6968967951834202,1.0942716524004936,1.1362135410308838e-05,201,0.024214832934690733,0.024214832934690733,0.0
4,6,manual_external,0.41496128775179386,0.6978192552924156,1.1127805430442095,1.1850148439407349e-05,195,-0.06345059905328232,-0.06345059905328232,6.103515625e-05
4,6,predict_pair_full,0.41496128775179386,0.5556129012256861,0.9705741889774799,0.02157639153301716,141,-0.06345055372621661,-0.06345055372621661,6.103515625e-05
4,7,predict_pair_full,0.39464051462709904,0.6666046306490898,1.0612451452761889,0.022251438349485397,154,0.04779629716389036,0.04779629716389036,0.0
4,7,manual_external,0.39464051462709904,0.8392397779971361,1.2338802926242352,1.3127923011779785e-05,213,0.04779855220868909,0.04779855220868909,0.0
4,8,manual_external,0.3909731041640043,0.6885344386100769,1.0795075427740812,1.195073127746582e-05,191,-0.08854289423567457,-0.08854289423567457,0.0001220703125
4,8,predict_pair_full,0.3909731041640043,0.5606326851993799,0.9516057893633842,0.022340018302202225,142,-0.08853715046565769,-0.08853715046565769,0.0001220703125
4,9,predict_pair_full,0.39571559615433216,0.5669061467051506,0.9626217428594828,0.021833481267094612,140,-0.027381516518579785,-0.027381516518579785,1.52587890625e-05
4,9,manual_external,0.39571559615433216,0.7340303584933281,1.1297459546476603,1.204758882522583e-05,227,-0.02738110374187308,-0.02738110374187308,1.52587890625e-05
